City,PM2.5,PM10,CO,NO2,SO2,O3,Temperature,Humidity,AQI,Category
Hyderabad,246.7,147.4,0.75,38.8,30.8,79.1,11.7,72.8,177.3,Unhealthy
Chennai,31.9,106.0,0.33,54.6,48.0,89.4,32.8,50.5,59.8,Moderate
Kolkata,167.3,171.5,1.01,49.2,74.1,118.4,14.9,94.8,152.9,Unhealthy
Lucknow,7.8,230.5,0.82,106.8,53.3,136.6,14.3,30.3,106.7,Unhealthy for Sensitive Groups
Pune,223.9,246.4,4.2,76.7,37.4,62.3,36.2,48.9,206.6,Very Unhealthy
Jaipur,153.1,206.5,3.84,32.2,41.1,60.5,27.5,47.5,177.9,Unhealthy
Bengaluru,123.4,135.3,2.7,115.6,8.2,103.6,26.8,84.5,143.7,Unhealthy for Sensitive Groups
Jaipur,118.9,36.6,4.03,15.2,38.9,105.1,40.7,25.9,111.7,Unhealthy for Sensitive Groups
Bengaluru,81.6,27.9,1.68,94.5,38.6,74.2,25.0,75.0,77.2,Moderate
Delhi,75.9,22.0,4.17,91.2,58.7,81.1,12.0,55.5,87.1,Moderate
Jaipur,165.8,109.2,3.37,8.1,39.8,22.1,12.5,78.8,127.4,Unhealthy for Sensitive Groups
Bengaluru,73.8,301.7,0.26,17.8,15.6,84.9,14.8,53.5,129.8,Unhealthy for Sensitive Groups
Lucknow,196.7,90.3,0.98,65.6,4.6,137.8,41.0,64.7,148.4,Unhealthy for Sensitive Groups
Bengaluru,189.4,150.4,1.85,81.0,58.6,27.6,28.5,83.1,143.0,Unhealthy for Sensitive Groups
Pune,190.1,49.4,0.92,50.9,25.5,105.7,34.1,59.9,118.7,Unhealthy for Sensitive Groups
Delhi,121.3,59.4,3.94,6.4,74.3,65.6,31.7,92.1,117.9,Unhealthy for Sensitive Groups
Bengaluru,28.9,190.6,1.72,102.1,49.6,93.0,18.7,40.3,109.3,Unhealthy for Sensitive Groups
Kolkata,165.3,143.0,3.52,91.1,59.3,84.5,16.2,45.3,168.3,Unhealthy
Bengaluru,81.8,13.6,0.24,12.8,34.1,75.9,31.9,46.4,58.8,Moderate
Mumbai,52.3,18.1,0.6,112.9,53.2,117.8,40.4,67.9,68.5,Moderate
Bengaluru,26.2,215.6,1.82,92.8,52.5,113.4,15.9,28.3,96.8,Moderate
Kolkata,119.4,328.3,2.95,111.1,23.6,62.6,38.9,77.7,177.0,Unhealthy
Chennai,196.3,104.3,0.47,49.7,79.7,39.9,36.0,33.3,121.9,Unhealthy for Sensitive Groups
Mumbai,154.5,70.7,2.32,21.5,62.0,34.5,30.6,88.4,122.8,Unhealthy for Sensitive Groups
Pune,13.5,33.9,3.33,94.4,3.5,72.2,30.9,20.1,46.8,Good
Mumbai,70.3,248.0,4.09,71.1,42.2,131.9,25.7,52.7,160.0,Unhealthy
Pune,137.3,11.1,4.3,99.1,39.6,81.6,39.9,46.9,128.2,Unhealthy for Sensitive Groups
Chennai,18.5,349.0,2.98,47.0,68.6,50.9,36.9,77.0,129.2,Unhealthy for Sensitive Groups
Lucknow,48.3,23.4,1.85,27.0,56.3,126.0,30.2,46.9,47.3,Good
Patna,185.2,57.6,1.03,87.8,48.2,71.0,12.0,60.5,122.2,Unhealthy for Sensitive Groups
Patna,241.4,286.0,4.36,6.9,28.5,50.6,33.1,50.4,213.2,Very Unhealthy
Lucknow,117.3,240.5,3.96,22.1,47.2,129.9,11.2,30.6,165.4,Unhealthy
Jaipur,227.3,220.2,1.24,79.6,3.1,90.4,38.9,81.6,173.7,Unhealthy
Pune,46.8,211.0,3.72,17.2,40.8,112.9,17.1,80.3,115.1,Unhealthy for Sensitive Groups
Mumbai,84.4,341.8,2.68,20.8,67.2,112.1,34.5,64.5,156.3,Unhealthy
Jaipur,72.1,267.6,0.92,47.5,14.9,37.9,28.6,30.0,126.4,Unhealthy for Sensitive Groups
Lucknow,97.2,63.6,3.98,14.3,2.6,130.0,32.6,64.5,96.4,Moderate
Lucknow,174.6,80.1,2.95,65.2,34.1,131.6,29.5,22.8,134.3,Unhealthy for Sensitive Groups
Jaipur,155.0,39.9,3.75,39.6,34.7,80.3,16.1,94.0,138.4,Unhealthy for Sensitive Groups
Lucknow,93.7,268.8,2.52,30.2,62.1,94.0,18.8,34.5,154.5,Unhealthy
Lucknow,126.9,64.3,4.17,11.2,30.4,33.3,18.0,66.3,124.7,Unhealthy for Sensitive Groups
Jaipur,15.6,261.7,4.18,25.2,63.3,70.5,13.7,87.1,126.3,Unhealthy for Sensitive Groups
Chennai,147.0,152.5,3.41,108.3,19.9,19.9,17.3,37.8,148.2,Unhealthy for Sensitive Groups
Kolkata,97.0,85.0,2.23,60.7,71.5,24.6,39.7,54.1,95.9,Moderate
Lucknow,117.1,76.0,1.74,36.0,28.2,9.3,28.2,41.0,82.3,Moderate
Patna,117.4,68.2,1.68,106.9,49.1,111.6,30.4,65.9,101.2,Unhealthy for Sensitive Groups
Chennai,214.5,39.4,3.88,61.3,79.7,84.9,36.8,40.9,165.8,Unhealthy
Lucknow,65.7,157.6,1.16,111.7,75.8,128.4,38.7,51.3,96.4,Moderate
Delhi,184.7,181.4,2.03,50.3,65.2,99.0,13.1,57.1,151.9,Unhealthy
Lucknow,174.8,148.3,1.14,46.2,20.6,139.9,10.5,70.2,133.1,Unhealthy for Sensitive Groups
Lucknow,215.2,264.1,0.3,57.3,62.2,123.0,23.0,79.2,183.6,Unhealthy
Jaipur,177.5,10.5,2.9,49.3,55.9,76.7,19.5,76.5,128.9,Unhealthy for Sensitive Groups
Delhi,137.9,280.1,3.59,14.3,70.7,104.3,11.8,90.9,181.1,Unhealthy
Hyderabad,32.2,134.3,2.86,47.0,15.7,80.4,12.1,73.2,76.0,Moderate
Hyderabad,63.5,48.6,2.26,113.0,47.2,134.5,16.7,75.9,80.7,Moderate
Patna,225.0,181.2,2.02,11.3,31.1,66.1,26.0,82.2,170.6,Unhealthy
Lucknow,171.2,191.2,1.46,76.4,64.4,132.6,35.9,90.6,149.4,Unhealthy for Sensitive Groups
Chennai,26.4,142.8,0.97,115.2,8.0,27.2,13.6,31.1,64.7,Moderate
Bengaluru,132.6,223.3,1.46,116.5,44.2,22.8,21.1,53.3,154.1,Unhealthy
Lucknow,51.3,17.5,3.65,101.0,42.5,50.3,28.5,69.2,87.3,Moderate
Lucknow,150.4,246.9,3.82,56.2,25.7,22.8,35.3,32.9,164.8,Unhealthy
Kolkata,96.1,108.0,3.84,22.1,24.2,134.1,29.8,32.1,116.7,Unhealthy for Sensitive Groups
Bengaluru,243.4,295.4,3.18,81.6,14.0,37.1,11.3,43.7,213.6,Very Unhealthy
Mumbai,95.6,79.8,3.24,81.5,78.3,25.0,24.3,93.2,110.1,Unhealthy for Sensitive Groups
Hyderabad,230.5,147.6,2.35,21.7,37.7,48.2,10.1,75.4,183.3,Unhealthy
Lucknow,163.6,110.5,4.05,116.5,60.8,139.2,31.3,80.0,172.6,Unhealthy
Hyderabad,88.0,48.2,2.26,9.6,54.9,20.8,10.8,66.3,68.6,Moderate
Lucknow,27.7,28.7,2.96,72.1,19.3,131.3,18.9,21.7,66.0,Moderate
Pune,170.9,335.6,4.4,50.4,40.3,86.4,26.4,24.2,217.8,Very Unhealthy
Lucknow,41.2,300.3,1.79,47.9,24.2,52.4,41.3,85.6,108.4,Unhealthy for Sensitive Groups
Jaipur,186.7,151.3,2.1,23.8,58.8,126.2,33.3,51.1,165.8,Unhealthy
Pune,26.1,80.6,2.24,104.8,79.0,13.9,40.7,76.7,60.5,Moderate
Lucknow,161.5,102.9,0.95,58.1,46.3,128.5,16.4,82.4,121.1,Unhealthy for Sensitive Groups
Lucknow,15.3,290.9,3.79,40.0,45.6,67.6,10.9,20.2,117.2,Unhealthy for Sensitive Groups
Mumbai,35.4,236.4,1.44,25.6,72.7,92.0,10.9,77.4,102.4,Unhealthy for Sensitive Groups
Jaipur,151.7,133.0,2.27,55.1,22.1,97.6,41.2,81.4,132.7,Unhealthy for Sensitive Groups
Hyderabad,9.3,98.2,2.7,21.8,38.0,98.6,21.4,24.0,59.4,Moderate
Hyderabad,16.9,109.2,2.95,13.8,17.1,89.8,34.5,64.9,58.2,Moderate
Delhi,218.7,291.1,3.15,39.6,55.5,97.9,13.1,63.5,223.3,Very Unhealthy
Patna,38.6,105.7,3.55,52.4,73.8,27.0,17.0,57.8,97.8,Moderate
Kolkata,155.3,292.7,2.46,66.2,45.0,107.1,13.6,54.5,171.1,Unhealthy
Bengaluru,231.2,173.0,1.54,46.7,65.7,125.1,29.1,77.3,175.9,Unhealthy
Mumbai,12.0,287.0,1.16,103.5,13.1,35.6,14.0,29.8,92.9,Moderate
Bengaluru,24.0,273.4,3.46,9.9,10.4,112.1,26.4,24.4,105.6,Unhealthy for Sensitive Groups
Delhi,15.6,112.6,0.24,16.1,11.7,86.2,28.8,35.0,51.6,Moderate
Jaipur,27.2,297.6,4.25,114.1,29.1,26.7,26.0,74.6,134.2,Unhealthy for Sensitive Groups
Mumbai,21.7,288.7,3.48,65.8,57.8,135.2,15.5,76.6,118.9,Unhealthy for Sensitive Groups
Pune,231.4,323.0,3.86,59.6,56.5,30.0,31.6,28.0,241.4,Very Unhealthy
Bengaluru,108.9,184.8,1.95,92.6,26.5,67.9,26.6,57.2,127.4,Unhealthy for Sensitive Groups
Patna,141.5,23.8,1.61,18.3,24.1,86.1,20.0,93.2,91.5,Moderate
Lucknow,104.8,344.9,2.04,103.5,71.8,113.3,40.1,47.6,164.3,Unhealthy
Kolkata,169.7,144.8,2.45,82.8,11.3,58.3,32.2,93.3,156.8,Unhealthy
Jaipur,20.9,341.6,1.66,73.4,79.3,21.6,36.8,74.4,120.3,Unhealthy for Sensitive Groups
Kolkata,150.4,267.1,3.64,113.5,29.8,95.0,40.4,94.1,190.0,Unhealthy
Delhi,193.2,46.7,1.28,62.2,51.0,23.2,13.2,24.0,110.9,Unhealthy for Sensitive Groups
Lucknow,243.2,140.1,3.12,22.6,50.5,18.0,12.4,76.4,186.1,Unhealthy
Pune,54.5,235.1,2.31,35.1,28.8,121.1,27.5,91.4,103.8,Unhealthy for Sensitive Groups
Kolkata,220.6,50.5,2.14,103.1,36.5,9.9,15.7,69.5,156.5,Unhealthy
Lucknow,125.4,55.7,3.28,61.1,10.5,96.1,31.1,71.4,115.5,Unhealthy for Sensitive Groups
Delhi,142.8,63.1,0.44,35.3,48.1,56.0,31.6,77.5,90.2,Moderate
Hyderabad,11.9,25.3,3.8,45.1,59.9,8.6,38.5,45.6,42.2,Good
Mumbai,248.0,150.1,0.44,33.1,20.3,47.1,12.7,71.6,173.6,Unhealthy
Jaipur,87.7,16.7,1.6,58.0,69.3,81.7,38.8,40.0,82.3,Moderate
Hyderabad,10.4,117.6,2.65,42.1,9.6,70.9,32.1,35.4,67.2,Moderate
Bengaluru,45.8,111.8,4.37,28.2,51.6,136.5,12.4,83.8,92.9,Moderate
Mumbai,16.6,348.7,1.93,31.0,59.9,17.4,37.0,27.1,115.9,Unhealthy for Sensitive Groups
Hyderabad,143.8,190.6,2.04,44.9,8.0,116.2,26.1,42.5,149.1,Unhealthy for Sensitive Groups
Jaipur,54.0,146.8,2.89,57.1,61.5,29.4,10.6,72.7,110.5,Unhealthy for Sensitive Groups
Jaipur,127.3,234.7,3.74,112.9,22.9,91.1,35.9,84.0,183.2,Unhealthy
Mumbai,183.0,30.4,1.06,58.2,20.7,105.8,34.5,83.3,113.5,Unhealthy for Sensitive Groups
Delhi,160.3,297.6,1.35,38.0,14.5,97.7,17.6,37.9,160.5,Unhealthy
Bengaluru,65.2,291.3,2.2,69.4,36.0,92.3,11.2,32.0,128.6,Unhealthy for Sensitive Groups
Hyderabad,198.5,104.4,2.57,79.1,5.3,102.5,35.0,24.1,167.3,Unhealthy
Kolkata,152.4,304.8,4.07,51.8,30.3,93.8,12.9,90.7,200.8,Very Unhealthy
Mumbai,62.8,204.1,2.35,18.9,53.8,83.4,34.8,59.4,111.0,Unhealthy for Sensitive Groups
Kolkata,63.3,51.6,3.67,42.9,47.6,57.6,33.9,37.7,82.7,Moderate
Patna,31.2,82.8,1.38,52.0,69.3,12.5,27.1,72.5,48.4,Good
Jaipur,108.8,242.1,4.34,106.1,75.1,54.0,32.9,81.6,155.5,Unhealthy
Hyderabad,13.5,261.4,3.64,11.3,73.6,95.7,18.1,48.9,119.0,Unhealthy for Sensitive Groups
Bengaluru,226.3,243.0,2.5,32.2,36.5,6.1,40.7,89.6,203.3,Very Unhealthy
Pune,27.1,289.7,1.21,29.2,71.4,128.6,30.2,86.0,121.4,Unhealthy for Sensitive Groups
Mumbai,198.4,103.2,0.54,94.6,40.4,104.5,39.6,45.0,141.8,Unhealthy for Sensitive Groups
Delhi,207.0,247.5,2.38,45.5,49.0,114.8,33.6,54.0,178.7,Unhealthy
Chennai,162.1,72.5,2.11,78.7,2.2,32.0,19.8,63.2,110.5,Unhealthy for Sensitive Groups
Kolkata,131.5,339.7,3.77,92.8,68.1,97.6,35.4,44.0,199.8,Unhealthy
Jaipur,68.9,243.7,3.76,96.9,17.5,61.0,15.8,85.7,155.6,Unhealthy
Kolkata,60.0,332.4,4.17,79.4,50.9,127.4,41.2,34.9,174.4,Unhealthy
Lucknow,17.2,220.1,2.78,22.2,76.7,28.0,28.2,21.1,97.2,Moderate
Pune,207.7,178.0,1.17,28.4,75.8,114.8,18.5,76.0,162.1,Unhealthy
Bengaluru,214.8,214.0,4.48,37.5,54.8,61.5,23.1,30.9,194.0,Unhealthy
Pune,62.7,163.3,1.27,72.0,52.5,16.6,25.0,85.4,109.6,Unhealthy for Sensitive Groups
Hyderabad,173.3,252.5,3.25,89.7,22.0,17.9,11.9,45.0,175.6,Unhealthy
Pune,249.2,329.4,4.36,73.8,60.4,11.1,18.1,66.5,240.1,Very Unhealthy
Mumbai,169.5,55.0,4.04,9.7,16.0,27.9,25.8,45.4,126.1,Unhealthy for Sensitive Groups
Pune,82.7,190.3,0.81,18.4,5.4,22.3,37.9,82.6,103.5,Unhealthy for Sensitive Groups
Kolkata,74.3,308.2,2.84,92.6,22.6,47.3,38.6,43.7,167.1,Unhealthy
Lucknow,141.1,323.8,2.94,55.6,16.7,12.4,15.9,55.3,168.4,Unhealthy
Kolkata,111.9,348.4,4.19,9.7,29.8,100.7,25.5,57.0,192.2,Unhealthy
Jaipur,35.3,41.8,3.93,25.8,15.1,73.7,18.7,86.8,70.6,Moderate
Bengaluru,249.5,11.4,3.5,25.8,73.8,38.2,25.9,27.1,150.4,Unhealthy
Lucknow,171.9,241.4,1.89,72.9,76.2,118.0,14.9,26.1,188.0,Unhealthy
Jaipur,116.2,334.8,2.76,5.7,77.6,93.6,40.4,44.4,178.6,Unhealthy
Bengaluru,36.7,303.5,3.65,37.5,64.3,105.4,27.5,65.2,127.5,Unhealthy for Sensitive Groups
Kolkata,48.6,338.1,3.92,15.3,68.5,27.0,34.9,41.4,155.0,Unhealthy
Patna,34.5,176.9,2.06,97.7,26.2,97.5,14.2,69.9,109.8,Unhealthy for Sensitive Groups
Pune,54.0,161.5,1.87,35.9,48.8,17.2,23.5,47.6,80.7,Moderate
Mumbai,27.8,184.5,4.39,82.8,52.5,101.3,39.8,59.5,121.9,Unhealthy for Sensitive Groups
Bengaluru,76.2,158.7,4.1,59.9,13.6,22.3,38.9,83.1,119.1,Unhealthy for Sensitive Groups
Hyderabad,144.3,197.3,4.14,64.0,41.8,60.8,24.9,74.0,174.0,Unhealthy
Bengaluru,67.4,37.8,2.36,18.1,53.6,29.2,15.8,49.5,55.2,Moderate
Mumbai,81.9,256.2,3.46,56.7,65.0,51.1,39.4,80.8,137.2,Unhealthy for Sensitive Groups
Pune,188.0,215.4,3.95,17.2,43.7,5.8,13.7,32.9,175.8,Unhealthy
Pune,217.9,338.4,2.79,61.0,50.2,136.5,21.5,70.5,233.4,Very Unhealthy
Kolkata,202.1,39.8,0.78,26.9,65.6,99.0,16.0,22.0,122.8,Unhealthy for Sensitive Groups
Kolkata,164.2,158.2,2.89,95.9,16.9,45.6,24.8,55.5,141.1,Unhealthy for Sensitive Groups
Pune,226.1,261.2,2.11,60.8,3.5,65.7,17.8,42.1,207.8,Very Unhealthy
Bengaluru,17.5,12.7,2.91,87.0,78.4,119.6,33.6,64.7,63.7,Moderate
Delhi,14.1,145.9,2.41,88.3,75.0,127.2,37.8,37.4,77.1,Moderate
Pune,108.4,117.4,0.47,107.7,34.5,68.9,25.8,90.4,101.0,Unhealthy for Sensitive Groups
Lucknow,10.1,107.9,1.03,44.5,20.1,34.7,39.1,45.4,53.5,Moderate
Kolkata,37.1,109.8,3.26,115.4,67.0,95.9,33.5,79.7,108.6,Unhealthy for Sensitive Groups
Lucknow,157.4,106.0,3.42,81.7,12.1,31.9,29.4,27.6,137.6,Unhealthy for Sensitive Groups
Delhi,79.4,81.2,0.4,7.1,70.7,53.2,15.1,82.1,81.5,Moderate
Patna,202.7,124.8,0.69,31.1,45.8,70.7,41.8,78.9,149.3,Unhealthy for Sensitive Groups
Mumbai,70.5,61.4,3.17,64.3,54.2,100.4,39.7,52.8,92.2,Moderate
Chennai,243.8,275.8,2.82,103.7,9.9,80.9,26.2,32.5,211.8,Very Unhealthy
Kolkata,228.2,63.4,1.46,55.8,41.5,103.9,13.2,68.5,144.2,Unhealthy for Sensitive Groups
Bengaluru,35.1,78.6,4.37,93.5,2.5,117.7,25.2,41.5,83.0,Moderate
Pune,96.2,266.6,1.75,81.5,13.8,106.7,23.5,37.1,153.8,Unhealthy
Patna,229.9,315.3,4.29,64.4,55.2,132.4,24.2,77.8,246.5,Very Unhealthy
Jaipur,236.2,38.8,1.55,117.9,14.8,13.3,34.3,69.5,152.4,Unhealthy
Bengaluru,19.2,224.7,3.27,80.9,42.5,44.9,22.9,71.1,111.3,Unhealthy for Sensitive Groups
Patna,181.8,116.7,1.68,100.1,72.2,87.4,14.7,50.3,155.7,Unhealthy
Patna,158.0,220.2,2.1,44.7,65.3,92.6,34.8,86.1,148.9,Unhealthy for Sensitive Groups
Kolkata,87.0,256.5,3.38,19.5,79.4,43.3,13.0,61.4,143.3,Unhealthy for Sensitive Groups
Hyderabad,10.7,312.7,2.52,34.7,66.9,46.0,23.5,57.9,123.9,Unhealthy for Sensitive Groups
Chennai,68.6,182.5,0.73,92.0,75.4,65.6,28.3,20.4,101.9,Unhealthy for Sensitive Groups
Jaipur,202.3,346.3,2.63,107.8,51.0,77.0,29.1,46.3,217.8,Very Unhealthy
Pune,169.7,252.9,2.43,33.5,27.6,83.6,36.3,47.1,160.1,Unhealthy
Patna,208.0,37.9,0.47,107.2,39.1,65.2,21.8,59.5,133.3,Unhealthy for Sensitive Groups
Kolkata,195.8,306.5,2.71,78.2,79.7,98.0,40.3,74.9,208.9,Very Unhealthy
Kolkata,40.4,53.2,3.26,19.9,57.0,121.5,13.8,35.9,72.8,Moderate
Hyderabad,236.3,135.6,4.29,74.2,33.9,21.3,28.3,23.0,179.5,Unhealthy
Bengaluru,79.7,137.3,1.46,8.2,13.1,110.8,23.5,90.3,86.1,Moderate
Hyderabad,57.8,288.5,2.3,19.1,29.2,122.5,23.4,63.0,132.3,Unhealthy for Sensitive Groups
Hyderabad,196.4,171.6,3.3,74.7,61.4,73.1,24.7,53.7,177.4,Unhealthy
Bengaluru,26.9,222.4,2.88,49.5,72.2,50.8,11.5,70.3,105.8,Unhealthy for Sensitive Groups
Chennai,163.2,304.4,3.24,70.8,64.1,100.5,28.0,29.3,200.0,Unhealthy
Patna,239.0,194.2,3.46,115.1,42.7,106.3,26.1,21.4,216.6,Very Unhealthy
Pune,49.0,16.5,3.58,33.2,57.0,124.8,24.2,80.5,76.3,Moderate
Mumbai,149.3,177.1,4.22,44.1,16.1,8.2,26.9,48.7,141.4,Unhealthy for Sensitive Groups
Kolkata,137.7,107.0,0.99,93.4,14.0,133.5,31.7,24.4,134.9,Unhealthy for Sensitive Groups
Chennai,11.7,29.9,1.88,41.8,34.2,48.8,22.0,82.1,28.8,Good
Mumbai,63.7,213.0,1.22,63.5,41.3,133.2,18.6,43.9,115.4,Unhealthy for Sensitive Groups
Kolkata,123.6,148.5,1.21,106.9,23.0,135.1,31.6,38.5,131.4,Unhealthy for Sensitive Groups
Patna,79.6,148.3,0.56,78.1,17.9,135.7,21.9,93.9,108.5,Unhealthy for Sensitive Groups
Delhi,238.4,336.9,2.59,9.8,65.4,134.8,29.9,69.0,218.4,Very Unhealthy
Delhi,233.7,173.9,2.77,101.5,31.7,52.4,30.2,63.9,192.5,Unhealthy
Chennai,44.5,191.6,0.5,15.3,56.5,117.1,33.2,94.9,98.3,Moderate
Hyderabad,154.6,335.5,1.57,83.4,28.7,40.3,34.1,54.0,176.0,Unhealthy
Kolkata,88.7,166.3,2.78,6.8,56.0,92.3,10.1,55.7,127.7,Unhealthy for Sensitive Groups
Lucknow,106.2,314.4,3.22,92.7,44.0,111.3,30.8,25.8,163.3,Unhealthy
Lucknow,169.7,130.0,3.69,100.2,29.9,28.9,34.6,72.3,143.1,Unhealthy for Sensitive Groups
Bengaluru,95.8,75.6,0.24,90.5,61.2,96.9,32.7,34.4,98.7,Moderate
Pune,203.1,85.2,4.41,116.2,4.9,71.5,32.5,65.5,156.0,Unhealthy
Jaipur,32.2,104.3,2.35,24.6,17.1,104.7,31.5,65.2,62.0,Moderate
Patna,36.4,32.1,1.32,70.5,19.8,75.6,35.0,34.4,57.8,Moderate
Pune,155.5,241.4,4.0,5.2,35.3,95.9,30.8,84.0,167.3,Unhealthy
Lucknow,72.1,241.3,2.21,46.6,61.2,124.3,17.2,40.8,128.6,Unhealthy for Sensitive Groups
Chennai,82.5,143.2,1.64,106.2,65.0,138.7,17.2,71.7,130.6,Unhealthy for Sensitive Groups
Bengaluru,53.2,121.9,0.47,76.9,4.2,63.3,10.8,79.8,87.5,Moderate
Lucknow,65.6,171.0,4.32,100.7,66.1,75.2,17.6,25.5,135.5,Unhealthy for Sensitive Groups
Kolkata,192.2,222.6,2.69,14.8,6.7,9.5,20.0,83.6,154.0,Unhealthy
Pune,20.2,282.8,0.44,75.2,35.7,18.7,11.8,23.9,109.3,Unhealthy for Sensitive Groups
Jaipur,28.5,265.7,1.2,74.0,53.5,6.4,22.3,79.6,116.1,Unhealthy for Sensitive Groups
Jaipur,29.8,231.3,3.11,8.0,42.3,84.4,13.5,20.9,113.0,Unhealthy for Sensitive Groups
Delhi,198.4,75.8,2.66,78.3,22.0,61.8,33.2,53.3,139.6,Unhealthy for Sensitive Groups
Bengaluru,19.8,116.0,2.07,115.4,60.8,47.0,38.3,78.2,69.4,Moderate
Delhi,152.8,109.0,4.37,64.5,53.3,24.5,17.6,81.4,148.4,Unhealthy for Sensitive Groups
Jaipur,108.4,76.4,1.06,109.5,63.3,51.1,31.4,72.1,115.9,Unhealthy for Sensitive Groups
Lucknow,174.6,299.7,2.63,43.6,25.4,49.4,13.4,85.7,198.9,Unhealthy
Pune,58.8,11.3,1.16,31.5,50.7,37.3,33.5,91.4,44.9,Good
Jaipur,55.3,72.6,4.46,46.7,7.8,9.1,13.7,41.8,77.8,Moderate
Chennai,228.6,132.4,4.39,27.9,24.2,34.6,18.4,33.1,190.1,Unhealthy
Chennai,48.7,17.3,3.82,109.7,3.6,96.5,22.1,79.1,68.6,Moderate
Mumbai,79.7,91.7,3.68,81.0,75.4,136.9,41.9,86.1,127.3,Unhealthy for Sensitive Groups
Delhi,34.0,310.1,0.76,26.8,43.5,98.7,20.2,52.2,117.4,Unhealthy for Sensitive Groups
Patna,192.0,209.7,3.87,38.8,13.6,38.4,30.1,41.0,168.2,Unhealthy
Patna,242.3,311.2,1.1,14.4,38.7,94.6,12.1,58.1,215.1,Very Unhealthy
Jaipur,96.7,186.4,0.97,86.9,43.0,70.2,40.6,55.5,121.7,Unhealthy for Sensitive Groups
Hyderabad,164.2,80.4,4.05,57.0,20.3,34.5,23.6,48.3,128.7,Unhealthy for Sensitive Groups
Lucknow,67.4,38.8,3.43,38.9,42.5,36.1,11.3,58.4,74.3,Moderate
Mumbai,119.5,149.0,3.66,41.5,31.8,29.2,17.5,68.4,126.9,Unhealthy for Sensitive Groups
Hyderabad,77.2,180.6,2.55,14.0,23.6,35.7,13.8,47.0,108.2,Unhealthy for Sensitive Groups
Patna,53.2,121.9,1.5,98.8,55.3,42.1,32.6,94.8,103.6,Unhealthy for Sensitive Groups
Lucknow,228.5,12.9,1.49,99.6,63.1,59.5,23.0,63.5,146.8,Unhealthy for Sensitive Groups
Patna,165.3,346.4,4.29,104.5,19.8,102.7,16.7,37.5,222.4,Very Unhealthy
Lucknow,190.6,255.7,2.18,96.1,26.4,30.4,34.6,72.3,177.1,Unhealthy
Chennai,214.0,20.2,0.8,105.5,25.8,104.6,26.0,69.4,128.6,Unhealthy for Sensitive Groups
Kolkata,107.7,243.2,1.93,94.5,43.9,49.0,10.7,78.9,158.5,Unhealthy
Mumbai,244.4,348.0,2.64,96.9,73.3,82.5,22.5,48.6,257.7,Very Unhealthy
Delhi,136.0,74.0,0.67,70.5,37.2,125.8,13.0,27.8,109.0,Unhealthy for Sensitive Groups
Lucknow,207.5,215.1,0.32,27.9,73.1,57.1,16.6,41.8,164.5,Unhealthy
Mumbai,19.1,186.3,0.94,103.9,34.0,26.2,13.5,60.2,82.2,Moderate
Bengaluru,100.3,317.2,1.09,105.1,26.2,115.4,31.3,31.9,161.3,Unhealthy
Patna,148.9,180.8,3.14,36.7,2.6,24.3,12.0,49.9,154.0,Unhealthy
Bengaluru,85.6,203.5,2.31,58.2,5.0,17.3,30.7,88.9,113.6,Unhealthy for Sensitive Groups
Jaipur,100.8,290.0,3.85,52.7,16.0,88.4,23.8,48.8,168.8,Unhealthy
Chennai,28.4,247.5,0.39,106.8,14.3,124.1,27.2,70.0,90.6,Moderate
Kolkata,227.6,149.8,3.48,18.9,30.8,107.0,26.1,78.5,177.8,Unhealthy
Pune,66.9,182.1,2.19,13.4,56.2,106.2,22.2,75.9,117.8,Unhealthy for Sensitive Groups
Lucknow,14.3,95.2,3.25,20.7,54.3,67.7,24.8,26.2,73.1,Moderate
Mumbai,39.4,288.9,3.82,24.6,3.4,18.6,19.4,60.1,122.5,Unhealthy for Sensitive Groups
Delhi,169.5,13.8,1.37,55.7,15.9,101.4,38.6,59.9,105.7,Unhealthy for Sensitive Groups
Pune,209.9,285.9,2.96,87.4,72.0,57.7,19.9,23.9,197.7,Unhealthy
Mumbai,192.9,325.8,1.81,32.4,9.1,61.9,41.7,45.3,183.4,Unhealthy
Patna,59.0,310.0,3.63,100.5,15.1,27.6,23.3,28.1,146.1,Unhealthy for Sensitive Groups
Hyderabad,158.6,222.4,4.22,50.4,35.4,36.4,13.4,44.3,159.1,Unhealthy
Jaipur,7.9,82.3,1.15,80.7,23.7,89.2,11.4,86.4,50.9,Moderate
Pune,127.4,346.8,3.26,96.0,73.9,81.8,18.1,27.1,190.9,Unhealthy
Hyderabad,171.1,340.6,3.18,43.2,51.6,124.3,20.2,83.9,206.4,Very Unhealthy
Mumbai,9.3,320.1,2.13,63.8,59.9,73.0,32.5,21.0,106.4,Unhealthy for Sensitive Groups
Delhi,80.7,260.9,3.46,76.3,6.7,55.6,19.5,31.4,136.2,Unhealthy for Sensitive Groups
Pune,63.3,256.6,4.45,56.0,70.4,23.1,20.2,79.0,130.1,Unhealthy for Sensitive Groups
Chennai,163.8,108.1,0.3,102.4,27.8,37.7,27.3,88.0,128.3,Unhealthy for Sensitive Groups
Chennai,201.4,246.7,1.16,105.4,42.7,29.8,30.2,24.8,182.6,Unhealthy
Pune,17.8,347.3,4.23,19.4,15.5,79.1,35.4,35.3,138.6,Unhealthy for Sensitive Groups
Bengaluru,182.6,115.9,3.3,33.2,15.8,38.6,19.1,53.6,150.6,Unhealthy
